UserID,Role,KnownSkills,RequiredSkills,RoleDescription
U100463,Machine Learning Engineer,Model Deployment,"Python, PyTorch, TensorFlow, Scikit-learn, MLflow, Model Deployment","Machine Learning Engineer is responsible for key tasks in software engineering involving Python, PyTorch, TensorFlow and more."
U100464,Product Manager,"Wireframing, MVP, Analytics","Roadmapping, User Stories, Wireframing, Stakeholder Communication, Analytics, MVP","Product Manager is responsible for key tasks in software engineering involving Roadmapping, User Stories, Wireframing and more."
U100465,QA Engineer,"TestNG, Postman, JUnit, Selenium, Manual Testing","Selenium, Postman, TestNG, JUnit, Automation, Manual Testing","QA Engineer is responsible for key tasks in software engineering involving Selenium, Postman, TestNG and more."
U100466,DevOps Engineer,Terraform,"Docker, Kubernetes, CI/CD, Terraform, AWS, Linux","DevOps Engineer is responsible for key tasks in software engineering involving Docker, Kubernetes, CI/CD and more."
U100467,Cybersecurity Analyst,"Firewalls, Encryption, Python, Threat Analysis","Network Security, Firewalls, SIEM, Threat Analysis, Encryption, Python","Cybersecurity Analyst is responsible for key tasks in software engineering involving Network Security, Firewalls, SIEM and more."
U100468,Backend Developer,"PostgreSQL, SQL, REST APIs, Spring Boot","Java, Spring Boot, SQL, REST APIs, Hibernate, PostgreSQL","Backend Developer is responsible for key tasks in software engineering involving Java, Spring Boot, SQL and more."
U100469,Scrum Master,Scrum,"Agile, Scrum, Jira, Team Facilitation, Sprint Planning, Retrospectives","Scrum Master is responsible for key tasks in software engineering involving Agile, Scrum, Jira and more."
U100470,Full Stack Developer,React,"JavaScript, Node.js, React, MongoDB, Express.js, HTML","Full Stack Developer is responsible for key tasks in software engineering involving JavaScript, Node.js, React and more."
U100471,UI/UX Designer,"Sketch, Prototyping","Figma, Sketch, Adobe XD, User Research, Prototyping, Wireframing","UI/UX Designer is responsible for key tasks in software engineering involving Figma, Sketch, Adobe XD and more."
U100472,Machine Learning Engineer,"MLflow, Python, TensorFlow, Model Deployment, Scikit-learn","Python, PyTorch, TensorFlow, Scikit-learn, MLflow, Model Deployment","Machine Learning Engineer is responsible for key tasks in software engineering involving Python, PyTorch, TensorFlow and more."
U100473,Game Developer,"C#, Blender, 3D Modeling, Game Physics, Unity","Unity, C#, Unreal Engine, Blender, Game Physics, 3D Modeling","Game Developer is responsible for key tasks in software engineering involving Unity, C#, Unreal Engine and more."
U100474,Cloud Engineer,IAM,"AWS, Azure, CloudFormation, Docker, Linux, IAM","Cloud Engineer is responsible for key tasks in software engineering involving AWS, Azure, CloudFormation and more."
U100475,Backend Developer,Spring Boot,"Java, Spring Boot, SQL, REST APIs, Hibernate, PostgreSQL","Backend Developer is responsible for key tasks in software engineering involving Java, Spring Boot, SQL and more."
U100476,Cloud Engineer,Azure,"AWS, Azure, CloudFormation, Docker, Linux, IAM","Cloud Engineer is responsible for key tasks in software engineering involving AWS, Azure, CloudFormation and more."
U100477,Site Reliability Engineer,"Kubernetes, Prometheus, Incident Management, SLAs, Monitoring","Monitoring, Incident Management, SLAs, Prometheus, Grafana, Kubernetes","Site Reliability Engineer is responsible for key tasks in software engineering involving Monitoring, Incident Management, SLAs and more."
U100478,Game Developer,C#,"Unity, C#, Unreal Engine, Blender, Game Physics, 3D Modeling","Game Developer is responsible for key tasks in software engineering involving Unity, C#, Unreal Engine and more."
U100479,Full Stack Developer,React,"JavaScript, Node.js, React, MongoDB, Express.js, HTML","Full Stack Developer is responsible for key tasks in software engineering involving JavaScript, Node.js, React and more."
U100480,Product Manager,"Analytics, Wireframing, MVP, Stakeholder Communication","Roadmapping, User Stories, Wireframing, Stakeholder Communication, Analytics, MVP","Product Manager is responsible for key tasks in software engineering involving Roadmapping, User Stories, Wireframing and more."
U100481,Data Engineer,"Python, Apache Spark","SQL, ETL, Apache Spark, Hadoop, Python, Airflow","Data Engineer is responsible for key tasks in software engineering involving SQL, ETL, Apache Spark and more."
U100482,Backend Developer,"Java, SQL","Java, Spring Boot, SQL, REST APIs, Hibernate, PostgreSQL","Backend Developer is responsible for key tasks in software engineering involving Java, Spring Boot, SQL and more."
U100483,Site Reliability Engineer,"Monitoring, Prometheus, Kubernetes","Monitoring, Incident Management, SLAs, Prometheus, Grafana, Kubernetes","Site Reliability Engineer is responsible for key tasks in software engineering involving Monitoring, Incident Management, SLAs and more."
U100484,Scrum Master,"Retrospectives, Scrum, Agile","Agile, Scrum, Jira, Team Facilitation, Sprint Planning, Retrospectives","Scrum Master is responsible for key tasks in software engineering involving Agile, Scrum, Jira and more."
U100485,Game Developer,"Game Physics, 3D Modeling, Unreal Engine, Unity","Unity, C#, Unreal Engine, Blender, Game Physics, 3D Modeling","Game Developer is responsible for key tasks in software engineering involving Unity, C#, Unreal Engine and more."
U100486,Cybersecurity Analyst,"SIEM, Python, Network Security","Network Security, Firewalls, SIEM, Threat Analysis, Encryption, Python","Cybersecurity Analyst is responsible for key tasks in software engineering involving Network Security, Firewalls, SIEM and more."
U100487,Data Scientist,"Python, Scikit-learn","Python, Pandas, TensorFlow, Scikit-learn, SQL, Matplotlib","Data Scientist is responsible for key tasks in software engineering involving Python, Pandas, TensorFlow and more."
U100488,Mobile App Developer,"Xcode, Kotlin","Kotlin, Java, Swift, Flutter, React Native, Xcode","Mobile App Developer is responsible for key tasks in software engineering involving Kotlin, Java, Swift and more."
U100489,Backend Developer,"SQL, Spring Boot, REST APIs, PostgreSQL","Java, Spring Boot, SQL, REST APIs, Hibernate, PostgreSQL","Backend Developer is responsible for key tasks in software engineering involving Java, Spring Boot, SQL and more."
U100490,AI Engineer,"TensorFlow, Python, Computer Vision, Deep Learning, NLP","Deep Learning, Neural Networks, Python, TensorFlow, NLP, Computer Vision","AI Engineer is responsible for key tasks in software engineering involving Deep Learning, Neural Networks, Python and more."
U100491,UI/UX Designer,"Prototyping, User Research","Figma, Sketch, Adobe XD, User Research, Prototyping, Wireframing","UI/UX Designer is responsible for key tasks in software engineering involving Figma, Sketch, Adobe XD and more."
U100492,Cybersecurity Analyst,"Firewalls, Network Security, SIEM, Encryption, Threat Analysis","Network Security, Firewalls, SIEM, Threat Analysis, Encryption, Python","Cybersecurity Analyst is responsible for key tasks in software engineering involving Network Security, Firewalls, SIEM and more."
U100493,Frontend Developer,"React, JavaScript, CSS, TypeScript","HTML, CSS, JavaScript, React, Redux, TypeScript","Frontend Developer is responsible for key tasks in software engineering involving HTML, CSS, JavaScript and more."
U100494,Data Scientist,"Pandas, SQL, Python, Matplotlib","Python, Pandas, TensorFlow, Scikit-learn, SQL, Matplotlib","Data Scientist is responsible for key tasks in software engineering involving Python, Pandas, TensorFlow and more."
U100495,Machine Learning Engineer,"PyTorch, TensorFlow, Python","Python, PyTorch, TensorFlow, Scikit-learn, MLflow, Model Deployment","Machine Learning Engineer is responsible for key tasks in software engineering involving Python, PyTorch, TensorFlow and more."
U100496,Full Stack Developer,"Node.js, JavaScript, HTML","JavaScript, Node.js, React, MongoDB, Express.js, HTML","Full Stack Developer is responsible for key tasks in software engineering involving JavaScript, Node.js, React and more."
U100497,Database Administrator,"Performance Tuning, SQL","SQL, Oracle, Backup & Recovery, Performance Tuning, MySQL, MongoDB","Database Administrator is responsible for key tasks in software engineering involving SQL, Oracle, Backup & Recovery and more."
U100498,Scrum Master,"Team Facilitation, Scrum, Retrospectives, Jira","Agile, Scrum, Jira, Team Facilitation, Sprint Planning, Retrospectives","Scrum Master is responsible for key tasks in software engineering involving Agile, Scrum, Jira and more."
U100499,Product Manager,"Wireframing, MVP, User Stories","Roadmapping, User Stories, Wireframing, Stakeholder Communication, Analytics, MVP","Product Manager is responsible for key tasks in software engineering involving Roadmapping, User Stories, Wireframing and more."
U100500,Cloud Engineer,"Linux, Azure","AWS, Azure, CloudFormation, Docker, Linux, IAM","Cloud Engineer is responsible for key tasks in software engineering involving AWS, Azure, CloudFormation and more."
U100501,UI/UX Designer,"Figma, Prototyping","Figma, Sketch, Adobe XD, User Research, Prototyping, Wireframing","UI/UX Designer is responsible for key tasks in software engineering involving Figma, Sketch, Adobe XD and more."
U100502,Cybersecurity Analyst,"SIEM, Firewalls","Network Security, Firewalls, SIEM, Threat Analysis, Encryption, Python","Cybersecurity Analyst is responsible for key tasks in software engineering involving Network Security, Firewalls, SIEM and more."
U100503,AI Engineer,"Deep Learning, TensorFlow, Computer Vision, Neural Networks","Deep Learning, Neural Networks, Python, TensorFlow, NLP, Computer Vision","AI Engineer is responsible for key tasks in software engineering involving Deep Learning, Neural Networks, Python and more."
U100504,Cybersecurity Analyst,"SIEM, Network Security, Python, Threat Analysis","Network Security, Firewalls, SIEM, Threat Analysis, Encryption, Python","Cybersecurity Analyst is responsible for key tasks in software engineering involving Network Security, Firewalls, SIEM and more."
U100505,Blockchain Developer,"Solidity, Crypto Wallets","Solidity, Ethereum, Smart Contracts, Web3.js, Crypto Wallets, Truffle","Blockchain Developer is responsible for key tasks in software engineering involving Solidity, Ethereum, Smart Contracts and more."
U100506,Backend Developer,"PostgreSQL, REST APIs, Hibernate","Java, Spring Boot, SQL, REST APIs, Hibernate, PostgreSQL","Backend Developer is responsible for key tasks in software engineering involving Java, Spring Boot, SQL and more."
U100507,DevOps Engineer,"Linux, CI/CD, Terraform, AWS","Docker, Kubernetes, CI/CD, Terraform, AWS, Linux","DevOps Engineer is responsible for key tasks in software engineering involving Docker, Kubernetes, CI/CD and more."
U100508,Cybersecurity Analyst,"Threat Analysis, SIEM, Encryption, Firewalls, Network Security","Network Security, Firewalls, SIEM, Threat Analysis, Encryption, Python","Cybersecurity Analyst is responsible for key tasks in software engineering involving Network Security, Firewalls, SIEM and more."
U100509,Site Reliability Engineer,"Grafana, Kubernetes","Monitoring, Incident Management, SLAs, Prometheus, Grafana, Kubernetes","Site Reliability Engineer is responsible for key tasks in software engineering involving Monitoring, Incident Management, SLAs and more."
U100510,Product Manager,"Roadmapping, Wireframing, Stakeholder Communication, User Stories","Roadmapping, User Stories, Wireframing, Stakeholder Communication, Analytics, MVP","Product Manager is responsible for key tasks in software engineering involving Roadmapping, User Stories, Wireframing and more."
U100511,Machine Learning Engineer,"TensorFlow, PyTorch","Python, PyTorch, TensorFlow, Scikit-learn, MLflow, Model Deployment","Machine Learning Engineer is responsible for key tasks in software engineering involving Python, PyTorch, TensorFlow and more."
U100512,Product Manager,"Analytics, User Stories, MVP, Wireframing","Roadmapping, User Stories, Wireframing, Stakeholder Communication, Analytics, MVP","Product Manager is responsible for key tasks in software engineering involving Roadmapping, User Stories, Wireframing and more."
U100513,DevOps Engineer,"Terraform, Docker, Linux","Docker, Kubernetes, CI/CD, Terraform, AWS, Linux","DevOps Engineer is responsible for key tasks in software engineering involving Docker, Kubernetes, CI/CD and more."
